,lng,lat,API_rejected
"Harju maakond, Kiili vald, Vaela küla, Kadaka tee 29",24.8249724,59.32726699999999,
"Harju maakond, Tallinn, Haabersti linnaosa, Ründi tn 6",24.5923014,59.4413406,
"Pärnu maakond, Sauga vald, Tammiste küla, Vesikaare tee 12",24.5946,58.38199989999999,
"Harju maakond, Rae vald, Peetri alevik, Suurekivi põik 22a",24.806505800000004,59.40084479999999,
"Jõgeva maakond, Põltsamaa linn, Männi tn 5",25.9649486,58.64849270000001,
"Jõgeva maakond, Põltsamaa linn, Tehnika põik 24",25.9623495,58.65122,
"Viljandi maakond, Viljandi linn, Vikerkaare tn 17/5",25.5861128,58.3780426,
"Viljandi maakond, Viljandi vald, Viiratsi alevik, Ristiku põik 2",25.645091,58.3638106,
"Harju maakond, Viimsi vald, Randvere küla, Vesiniidu tee 10",24.9117443,59.49140240000001,
"Hiiu maakond, Hiiu vald, Kodeste küla, Karu",22.6171709,59.018475,
"Pärnu maakond, Pärnu linn, Mari tn 6",24.4916638,58.3953532,
"Harju maakond, Tallinn, Haabersti linnaosa, Tuki tn 11",24.6144694,59.43380250000001,
"Pärnu maakond, Sindi linn, Auli tn 1",24.6320231,58.3909635,
"Harju maakond, Tallinn, Haabersti linnaosa, Mirta tn 32",24.6048909,59.4418093,
"Tartu maakond, Luunja vald, Põvvatu küla, Metso",26.827029,58.37982,
"Pärnu maakond, Sauga vald, Tammiste küla, Saluste tee 1",24.5946,58.38199989999999,
"Viljandi maakond, Viljandi vald, Viiratsi alevik, Sõpruse tn 13a",25.642422,58.36038370000001,
"Viljandi maakond, Viljandi linn, Riia mnt 44",25.5762567,58.3472982,
"Pärnu maakond, Tahkuranna vald, Reiu küla, Pulga tee 8",24.6069371,58.32424810000001,
"Lääne maakond, Ridala vald, Kiltsi küla, Kurvi",23.517061,58.920007,
"Harju maakond, Keila vald, Lohusalu küla, Hüübu tee 25",24.2020999,59.3948,
"Tartu maakond, Elva linn, Vellavere tee 4a",26.408913800000004,58.236977,
"Harju maakond, Kiili vald, Kangru alevik, Lea tn 3",24.7856862,59.34218589999999,
"Harju maakond, Saku vald, Saue küla, Undisoo",24.5769789,59.2987019,
"Viljandi maakond, Viljandi vald, Viiratsi alevik, Ristiku tn 15",25.6482076,58.36286370000001,
"Lääne-Viru maakond, Rakvere linn, Heina tn 15",26.371913,59.35394150000001,
"Tartu maakond, Ülenurme vald, Õssu küla, Eerika tee 3",26.6699868,58.36694620000001,
"Saare maakond, Orissaare vald, Randküla, Saare",22.861,58.6094,
"Tartu maakond, Luunja vald, Kabina küla, Maarjaheina",26.8252,58.3472999,
"Viljandi maakond, Tarvastu vald, Vilimeeste küla, Kruusaaugu",25.7756199,58.24723299999999,
"Harju maakond, Tallinn, Kesklinna linnaosa, Roopa tn 4",24.7290032,59.43094139999999,
"Pärnu maakond, Sindi linn, Tihase tn 41",24.6324407,58.38805469999999,
"Tartu maakond, Kambja vald, Sirvaku küla, Oru",26.6986095,58.23070489999999,
"Tartu maakond, Ülenurme vald, Ülenurme alevik, Paruni tn 84",26.7311832,58.3117489,
"Tartu maakond, Luunja vald, Veibri küla, Kesakanni tee 79",26.7943501,58.3472985,
"Harju maakond, Tallinn, Nõmme linnaosa, Raja tn 1",24.6642928,59.3902727,
"Harju maakond, Tallinn, Haabersti linnaosa, Mirta tn 15",24.6006932,59.44263079999999,
"Harju maakond, Rae vald, Karla küla, Kibuvitsa tee 6",24.9158149,59.36423739999999,
"Pärnu maakond, Audru vald, Papsaare küla, Pääsu tee 17",24.4287584,58.400294,
"Jõgeva maakond, Pala vald, Nõva küla, Veski",27.0014049,58.62838290000001,
"Pärnu maakond, Audru vald, Papsaare küla, Meremetsa põik 5",24.4101715,58.3958836,
"Pärnu maakond, Pärnu linn, Vambola tn 5",24.5725696,58.35438249999999,
"Jõgeva maakond, Puurmani vald, Jüriküla, Vahemaa",26.2736,58.56329989999999,
"Harju maakond, Tallinn, Nõmme linnaosa, Taara tn 37",24.6611018,59.369490600000006,
"Järva maakond, Türi vald, Türi linn, Aiamaa tn 19",25.405228,58.8207029,
"Harju maakond, Padise vald, Madise küla, Lepa",24.125239,59.287693,
"Pärnu maakond, Paikuse vald, Paikuse alev, Jõekalda tee 33",24.6105459,58.3576561,
"Võru maakond, Võru vald, Meeliku küla, Veemäe",26.98375200000001,57.786458,
"Harju maakond, Saue vald, Alliku küla, Käokeele tee 15",24.5953935,59.3675314,
"Valga maakond, Palupera vald, Atra küla, Mäe-Oona",26.2871949,58.118751,
"Tartu maakond, Tartu linn, Akvarelli tn 1",26.793525899999995,58.3595285,
"Lääne maakond, Ridala vald, Kiviküla, Jändi vkt 8",23.5000439,58.8469899,
"Harju maakond, Viimsi vald, Randvere küla, Kikerpuu tee 32",24.8927796,59.5039556,
"Harju maakond, Rae vald, Pajupea küla, Viirakse tee 2/1",24.979072,59.36410890000001,
"Harju maakond, Tallinn, Pirita linnaosa, Kärestiku tn 10",24.852278,59.46145909999999,
"Saare maakond, Kuressaare linn, Kullerkupu tn 7",22.511407,58.25327339999999,
"Viljandi maakond, Tarvastu vald, Tinnikuru küla, Reinsalu",25.877522,58.22908599999999,
"Pärnu maakond, Häädemeeste vald, Häädemeeste alevik, Pärnu mnt 2b // Lehe",24.5066755,58.08778220000001,
"Viljandi maakond, Viljandi vald, Peetrimõisa küla, Oja 22",25.6243269,58.3682706,
"Harju maakond, Keila vald, Lohusalu küla, Lohusalu tee 140",24.2020999,59.3948,
"Harju maakond, Rae vald, Järveküla, Männi tee 20",24.8166183,59.3835998,
"Harju maakond, Saku vald, Saku alevik, Pähklimäe tee 9",24.6351496,59.3009065,
"Viljandi maakond, Viljandi vald, Vanavälja küla, Salu",25.8425,58.3813,
"Viljandi maakond, Viljandi linn, Toome tn 18/3",25.5859109,58.35386430000001,
"Tartu maakond, Nõo vald, Keeri küla, Miilimäe",26.501011,58.322442,
"Viljandi maakond, Viljandi vald, Viiratsi alevik, Ristiku tn 19",25.6490325,58.36249549999999,
"Tartu maakond, Tartu vald, Toolamaa küla, Sarapiku",26.747359000000003,58.5310739,
"Harju maakond, Rae vald, Karla küla, Lodjapuu tee 18",24.9186407,59.36552070000001,
"Tartu maakond, Tartu vald, Vahi alevik, Mõisatamme tn 21",26.7341962,58.4048157,
"Tartu maakond, Tartu linn, Purpuri tn 2",26.796462899999995,58.361951,
"Harju maakond, Rae vald, Peetri alevik, Suurekivi põik 13b",24.8029692,59.4007336,
"Harju maakond, Padise vald, Madise küla, Kurvi",24.125239,59.287693,
"Saare maakond, Muhu vald, Simisti küla, Kadastiku",23.316438,58.551153,
"Harju maakond, Vasalemma vald, Vasalemma alevik, Pärna tn 5",24.2889372,59.2394115,
"Jõgeva maakond, Põltsamaa linn, Jõgeva mnt 12",25.9827252,58.656602,
"Viljandi maakond, Viljandi linn, Maasika tn 53",25.62256,58.36852009999999,
"Harju maakond, Viimsi vald, Püünsi küla, Lõokese tee 2",24.8020347,59.5516128,
"Tartu maakond, Tartu vald, Vahi alevik, Mõisapargi tn 6",26.7253715,58.4015407,
"Tartu maakond, Nõo vald, Luke küla, Vesiroosi",26.5492,58.2402999,
"Viljandi maakond, Viljandi vald, Vardja küla, Laidu-Kingu",25.6189,58.3269999,
"Harju maakond, Tallinn, Haabersti linnaosa, Räga tn 12",24.626917,59.42714900000001,
"Lääne-Viru maakond, Kadrina vald, Kadrina alevik, Uus tn 10",26.1429017,59.3354394,
"Pärnu maakond, Paikuse vald, Paikuse alev, Västriku tn 23",24.621385600000004,58.379441,
"Viljandi maakond, Suure-Jaani vald, Kildu küla, Sigaro/1",25.402853,58.47743199999999,
"Harju maakond, Rae vald, Tuulevälja küla, Jõekääru tee 22",24.9474058,59.3933323,
"Harju maakond, Rae vald, Peetri alevik, Kelgumäe tn 27/1",24.8188825,59.4021605,
"Tartu maakond, Ülenurme vald, Soinaste küla, Sõnajala tn 3",26.76822970000001,58.35325659999999,
"Harju maakond, Kuusalu vald, Kahala küla, Tabani",25.502591,59.46914990000001,
"Harju maakond, Rae vald, Peetri alevik, Suurekivi põik 11c",24.8037539,59.4007676,
"Tartu maakond, Tähtvere vald, Vorbuse küla, Jõerahu tn 11",26.6648041,58.42915309999999,
"Harju maakond, Keila vald, Meremõisa küla, Ranna tee 2",24.2642013,59.4019049,
"Ida-Viru maakond, Jõhvi vald, Pajualuse küla, Kukkuri",27.386078,59.3185689,
"Tartu maakond, Tartu linn, Künni tn 1/4",26.7253254,58.39915180000001,
"Tartu maakond, Tartu linn, Lootsi tn 1",26.702882,58.4066601,
"Jõgeva maakond, Kasepää vald, Kasepää küla, Sõpruse tn 124",26.9704024,58.78610179999999,
"Harju maakond, Saue linn, Kadakamarja tn 30",24.5625053,59.3179348,
"Harju maakond, Rae vald, Peetri alevik, Suurekivi põik 29b",24.8057778,59.40132080000001,
"Harju maakond, Tallinn, Haabersti linnaosa, Räga tn 10",24.6274806,59.42687220000001,
"Viljandi maakond, Viljandi vald, Vana-Võidu küla, Kõvaski",25.6622999,58.3878999,
"Viljandi maakond, Viljandi linn, Uus tn 44",25.6164368,58.36620479999999,
"Viljandi maakond, Viljandi linn, Kauba tn 1b",25.5984527,58.36329939999999,
"Viljandi maakond, Viljandi linn, Suur-Kaare tn 38a",25.5751694,58.3688879,
"Pärnu maakond, Paikuse vald, Paikuse alev, Linnu tee 48",24.6242993,58.38023079999999,
"Viljandi maakond, Viljandi linn, Väike tn 12",25.6086533,58.3645274,
"Harju maakond, Tallinn, Nõmme linnaosa, Hiiu-Maleva tn 8",24.6818391,59.3818035,
"Viljandi maakond, Viljandi vald, Vana-Võidu küla, Adori",25.6622999,58.3878999,
"Viljandi maakond, Tarvastu vald, Veisjärve küla, Meetsimatsi",25.7957439,58.10703499999999,
"Harju maakond, Tallinn, Nõmme linnaosa, Lootuse pst 79a",24.6918226,59.37508949999999,
"Pärnu maakond, Paikuse vald, Silla küla, Jõekalda tee 61a",24.6193343,58.3509475,
"Pärnu maakond, Paikuse vald, Seljametsa küla, Kuuvalguse",24.657375,58.35720000000001,
"Viljandi maakond, Viljandi linn, Suur-Kaare tn 5",25.5747618,58.3660316,
"Viljandi maakond, Viljandi vald, Vana-Võidu küla, Kivistiku tn 8",25.6641153,58.3935267,
"Viljandi maakond, Viljandi vald, Vardja küla, Järve tee 16",25.6065179,58.35150160000001,
"Pärnu maakond, Pärnu linn, Lille tn 26/2",24.5005032,58.3996622,
"Pärnu maakond, Pärnu linn, Supeluse tn 4",24.5028793,58.38074140000001,
"Pärnu maakond, Paikuse vald, Paikuse alev, Seljametsa tee 5",24.6275606,58.3725573,
"Pärnu maakond, Pärnu linn, Aisa tn 42",24.5148763,58.3774416,
"Pärnu maakond, Pärnu linn, Lembitu tn 48",24.5641944,58.3525485,
"Pärnu maakond, Audru vald, Lavassaare alev, Mäe tn 2",24.3627172,58.5134684,
"Jõgeva maakond, Jõgeva vald, Liivoja küla, Linnumetsa vkt 42",26.38673,58.75703189999999,
"Lääne-Viru maakond, Kadrina vald, Ama küla, Metsaveere/2",26.071241,59.42896689999999,
"Tartu maakond, Tartu vald, Vahi alevik, Juhani",26.7276769,58.404056,
"Viljandi maakond, Viljandi vald, Sinialliku küla, Vahe tee 2",25.572515,58.3078841,
"Harju maakond, Viimsi vald, Pärnamäe küla, Kesk-Kaare tee 83",24.8642593,59.50236409999999,
"Jõgeva maakond, Pala vald, Moku küla, Raudsepa",27.0355569,58.65096,
"Pärnu maakond, Paikuse vald, Paikuse alev, Linnu tee 64",24.6210594,58.3798825,
"Jõgeva maakond, Jõgeva vald, Jõgeva alevik, Lauri tee 14",26.4000917,58.75619529999999,
"Harju maakond, Saku vald, Saku alevik, Karikakra tn 3",24.669664800000003,59.31015499999999,
"Põlva maakond, Vastse-Kuuste vald, Karilatsi küla, Luiga",26.9135999,58.1388999,
"Järva maakond, Türi vald, Ollepa küla, Kivirahnu",25.550962,58.66755989999999,
"Pärnu maakond, Paikuse vald, Paikuse alev, Kodara tn 4",24.6122966,58.3614282,
"Pärnu maakond, Paikuse vald, Paikuse alev, Västriku tn 25",24.6208122,58.3803028,
"Põlva maakond, Värska vald, Värska alevik, Pikk tn 6",27.6318348,57.9587029,
"Pärnu maakond, Paikuse vald, Silla küla, Jõekalda tee 59",24.6187298,58.352264100000006,
"Tartu maakond, Tartu linn, Lootsi tn 11",26.700211199999995,58.40711809999999,
"Pärnu maakond, Varbla vald, Kadaka küla, Tormi",23.6851889,58.441759,
"Pärnu maakond, Pärnu linn, Rohu tn 1",24.4920387,58.39745869999999,
"Pärnu maakond, Pärnu linn, Jaani tn 20",24.4862357,58.3943161,
"Pärnu maakond, Pärnu linn, Kanali tn 2c",24.5251624,58.3793514,
"Pärnu maakond, Pärnu linn, Liiva tn 14b",24.5230308,58.379932200000006,
"Pärnu maakond, Pärnu linn, Pikk tn 9",24.5016686,58.385884,
"Pärnu maakond, Pärnu linn, Suur-Jõe tn 25",24.5187911,58.38634090000001,
"Pärnu maakond, Koonga vald, Lõpe küla, Kuuse",23.9863909,58.5665679,
"Pärnu maakond, Pärnu linn, Karja tn 1/1",24.50745,58.3830118,
"Pärnu maakond, Sauga vald, Tammiste küla, Veskikaare tn 27",24.5946,58.38199989999999,
"Lääne maakond, Ridala vald, Pusku küla, Ranna-Hansu",23.4577999,58.8942,
"Harju maakond, Rae vald, Peetri alevik, Suurekivi põik 23a",24.80588160000001,59.40107870000001,
"Harju maakond, Rae vald, Peetri alevik, Suurekivi põik 25a",24.8052342,59.40099519999999,
"Harju maakond, Viimsi vald, Randvere küla, Kikerpuu tee 19",24.8957845,59.5039753,
"Tartu maakond, Ülenurme vald, Külitse alevik, Haaviku tee 26",26.616606800000003,58.31345029999999,
"Pärnu maakond, Paikuse vald, Paikuse alev, Sinioja tn 26",24.6338081,58.36906250000001,
"Saare maakond, Lääne-Saare vald, Lilbi küla, Värava",,,True
"Valga maakond, Valga linn, Koidu tn 8",26.0675527,57.7732,
"Tartu maakond, Ülenurme vald, Räni alevik, Räniküla tn 1",26.6694581,58.3513022,
"Rapla maakond, Kohila vald, Vilivere küla, Saare",24.6612999,59.242,
"Harju maakond, Harku vald, Suurupi küla, Pärtli tee 41",24.4264732,59.4714998,
"Pärnu maakond, Pärnu linn, Tallinna mnt 34a/2",24.493866600000004,58.39633789999999,
"Pärnu maakond, Paikuse vald, Paikuse alev, Pääsukese pst 7",24.6294033,58.38197710000001,
"Pärnu maakond, Pärnu linn, Supeluse tn 11",24.5001075,58.3797997,
"Viljandi maakond, Viljandi vald, Valma küla, Järveveere tn 2",25.9634578,58.3638304,
"Jõgeva maakond, Jõgeva vald, Vana-Jõgeva küla, Suve aedlinn 1",26.4161999,58.7299,
"Harju maakond, Saue vald, Vatsla küla, Sireli tee 10",24.5265612,59.390841400000006,
"Jõgeva maakond, Palamuse vald, Pikkjärve küla, Juhani",26.5587179,58.6528299,
"Jõgeva maakond, Põltsamaa vald, Rõstla küla, Piiri",25.815112,58.631193,
"Viljandi maakond, Viljandi vald, Verilaske küla, Kiini",25.702734,58.378508,
"Pärnu maakond, Paikuse vald, Paikuse alev, Kurvitsa tn 4",24.6247421,58.37807829999999,
"Pärnu maakond, Paikuse vald, Paikuse alev, Kurvitsa tn 28",24.6215516,58.381002,
"Harju maakond, Raasiku vald, Kalesi küla, Kõivu",25.098862,59.3499649,
"Ida-Viru maakond, Narva-Jõesuu linn, Mäe tn 26a",28.050166600000004,59.45718609999999,
"Pärnu maakond, Paikuse vald, Seljametsa küla, Sõnni",24.657375,58.35720000000001,
"Jõgeva maakond, Põltsamaa linn, Ranna tn 2",25.980223100000003,58.64664339999999,
"Pärnu maakond, Pärnu linn, Rohu tn 128",24.5290908,58.393084400000006,
"Viljandi maakond, Tarvastu vald, Unametsa küla, Tilsi Talu",25.937476,58.19704100000001,
"Pärnu maakond, Pärnu linn, Suur-Posti tn 2/1",24.5151921,58.38384860000001,
"Pärnu maakond, Pärnu linn, Suur-Posti tn 2/2",24.5146286,58.3826531,
"Jõgeva maakond, Põltsamaa linn, Pargi tn 9",25.9690897,58.6497093,
"Pärnu maakond, Pärnu linn, Supeluse tn 12/1",24.5018796,58.3810707,
"Pärnu maakond, Paikuse vald, Paikuse alev, Paide mnt 29",24.62615,58.3772303,
"Pärnu maakond, Pärnu linn, Esplanaadi tn 5",24.5045205,58.38194589999999,
"Pärnu maakond, Pärnu linn, Esplanaadi tn 7/1",24.5040432,58.3818111,
"Viljandi maakond, Viljandi linn, Hariduse tn 16",25.5923343,58.35483960000001,
"Viljandi maakond, Viljandi linn, Toome tn 14",25.5858435,58.35462920000001,
"Viljandi maakond, Viljandi linn, Koidu tn 7a",25.6035494,58.36602839999999,
"Jõgeva maakond, Pala vald, Raatvere küla, Reinu",27.0599039,58.74675500000001,
"Viljandi maakond, Suure-Jaani vald, Metsküla, Kivioja",25.420665,58.410102,
"Jõgeva maakond, Põltsamaa vald, Väike-Kamari küla, Kalda",25.9802822,58.65053979999999,
"Põlva maakond, Ahja vald, Mõtsküla, Matse",27.0089139,58.220178,
"Pärnu maakond, Paikuse vald, Paikuse alev, Haigru tn 23",24.6240132,58.38180279999999,
"Pärnu maakond, Pärnu linn, Karusselli tn 57/2",24.5107271,58.37692120000001,
"Pärnu maakond, Paikuse vald, Paikuse alev, Kurvitsa tn 22",24.6225549,58.37965669999999,
"Pärnu maakond, Paikuse vald, Paikuse alev, Västriku tn 15",24.6219694,58.37853910000001,
"Pärnu maakond, Pärnu linn, Ringi tn 54",24.4878096,58.38391160000001,
"Jõgeva maakond, Põltsamaa linn, Vahe tn 2a",25.975810100000004,58.65007610000001,
"Viljandi maakond, Viljandi vald, Viiratsi alevik, Sakala tn 32",25.5984198,58.3698059,
"Viljandi maakond, Viljandi vald, Viiratsi alevik, Väluste tee 28",25.6426364,58.36188960000001,
"Viljandi maakond, Viljandi vald, Mähma küla, Vaarika põik 7",25.7885701,58.39409620000001,
"Pärnu maakond, Pärnu linn, Karusselli tn 40",24.511339000000003,58.37696249999999,
"Pärnu maakond, Pärnu linn, Suur-Posti tn 22/3",24.5144995,58.38350060000001,
"Jõgeva maakond, Põltsamaa linn, Pajusi mnt 19",25.9734809,58.6592378,
"Viljandi maakond, Viljandi vald, Valma küla, Jaani tee 19",25.9579749,58.3646649,
"Pärnu maakond, Paikuse vald, Silla küla, Jõemäe",24.6208741,58.3446904,
"Lääne-Viru maakond, Vinni vald, Piira küla, Mõisa tn 24",26.37463360000001,59.32462139999999,
"Pärnu maakond, Pärnu linn, Esplanaadi tn 24",24.4944798,58.38056609999999,
"Harju maakond, Rae vald, Assaku alevik, Karja tee 2",24.8347492,59.37092679999999,
"Harju maakond, Tallinn, Pirita linnaosa, Vaksiku tn 1",24.883156,59.47913539999999,
"Tartu maakond, Haaslava vald, Haaslava küla, Männi tee 34",26.7861913,58.3271022,
"Harju maakond, Padise vald, Madise küla, Kingu",24.125239,59.287693,
"Harju maakond, Kiili vald, Mõisaküla, Väljamäe põik 13",24.8357607,59.32896239999999,
"Ida-Viru maakond, Kohtla vald, Kabelimetsa küla, Veski vkt 8",27.3559999,59.37889989999999,
"Harju maakond, Viimsi vald, Randvere küla, Veeringu tee 7",,,True
"Tartu maakond, Luunja vald, Veibri küla, Haljasmäe",26.788,58.3404999,
"Saare maakond, Lääne-Saare vald, Koidu küla, Muska",,,True
"Tartu maakond, Ülenurme vald, Räni alevik, Kaval-Antsu tee 13",26.653659,58.34364749999999,
"Harju maakond, Kiili vald, Kangru alevik, Hõbekuuse tn 1",24.7778494,59.3511052,
"Võru maakond, Võru vald, Kose alevik, Karjääri tn 22",27.0397924,57.8203358,
"Põlva maakond, Räpina vald, Räpina linn, Kuuse tn 1",27.474964,58.1015086,
"Harju maakond, Kiili vald, Luige alevik, Haldja tn 47",24.777033,59.32513179999999,
"Tartu maakond, Luunja vald, Veibri küla, Aliise tee 6",26.792819,58.34354259999999,
"Saare maakond, Kuressaare linn, Väike-Sadama tn 7",22.4768217,58.25065530000001,
"Harju maakond, Tallinn, Pirita linnaosa, Kõivu tee 6",24.8486407,59.4899783,
"Pärnu maakond, Audru vald, Jõõpre küla, Looga tee 12",24.322469,58.475326,
"Harju maakond, Nissi vald, Nurme küla, Alema",24.3375859,59.07619990000001,
"Harju maakond, Viimsi vald, Haabneeme alevik, Nugise tee 12",24.8229769,59.5195128,
"Tartu maakond, Ülenurme vald, Soinaste küla, Pesapaiga tn 1",26.6960365,58.34068980000001,
"Harju maakond, Tallinn, Haabersti linnaosa, Keskküla tn 56",24.6163487,59.42383299999999,
"Tartu maakond, Tartu linn, Palsami tn 7",26.683495,58.36585979999999,
"Valga maakond, Otepää vald, Otepää linn, Koolitare tn 16",26.4988658,58.0526779,
"Pärnu maakond, Koonga vald, Kalli küla, Mäerehe/1",24.0375,58.53680000000001,
"Harju maakond, Viimsi vald, Randvere küla, Kuslapuu tee 6",24.9017152,59.50511460000001,
"Harju maakond, Kiili vald, Kangru alevik, Kullerkupu tn 9",24.7771453,59.3509863,
"Lääne maakond, Ridala vald, Kiideva küla, Uuemardi",23.5455819,58.7729379,
"Tartu maakond, Rõngu vald, Käärdi alevik, Kaera tn 1b",26.4033065,58.211491,
"Tartu maakond, Haaslava vald, Kurepalu küla, Männikäbi",26.8372,58.3158999,
"Tartu maakond, Kambja vald, Kodijärve küla, Männi",26.552668,58.182945,
"Harju maakond, Harku vald, Vääna-Jõesuu küla, Männimetsa tee 6b",24.355385100000003,59.43782379999999,
"Harju maakond, Viimsi vald, Haabneeme alevik, Lille tee 2",24.8129234,59.52288660000001,
"Harju maakond, Viimsi vald, Haabneeme alevik, Nurmiku tee 10",24.8092143,59.5223058,
"Tartu maakond, Luunja vald, Veibri küla, Uus-Veeriku tee 8",26.7963301,58.35642410000001,
"Pärnu maakond, Sauga vald, Tammiste küla, Kummeli tn 1/2",24.5946,58.38199989999999,
"Pärnu maakond, Pärnu linn, Lille tn 9b",24.4996805,58.3993757,
"Pärnu maakond, Varbla vald, Rannaküla, Karupoja",23.694499,58.43356899999999,
"Harju maakond, Rae vald, Rae küla, Pae tee 19",24.8438356,59.3837073,
"Põlva maakond, Orava vald, Hanikase küla, Ala-Piiri",27.4058549,57.8715559,
"Pärnu maakond, Tahkuranna vald, Reiu küla, Reiu tee 22",24.6059872,58.322725,
"Harju maakond, Tallinn, Pirita linnaosa, Tohu tn 4",24.8407464,59.45438240000001,
"Saare maakond, Kuressaare linn, Tallinna tn 19b",22.48958510000001,58.25488000000001,
"Saare maakond, Kuressaare linn, Pargi tn 1",22.4810847,58.24993180000001,
"Tartu maakond, Ülenurme vald, Õssu küla, Piibelehe tn 7",26.6492701,58.36619879999999,
"Tartu maakond, Ülenurme vald, Õssu küla, Piibelehe tn 13",26.6486478,58.36688100000001,
"Harju maakond, Padise vald, Keibu küla, Uuepõllu",23.7476559,59.2557419,
"Pärnu maakond, Pärnu linn, Lubja tn 35b",24.4867076,58.396617000000006,
"Tartu maakond, Tähtvere vald, Vorbuse küla, Ööbiku tee 10",26.6772656,58.4195562,
"Pärnu maakond, Audru vald, Papsaare küla, Kullimänniku tee 1",24.4044084,58.3943774,
"Põlva maakond, Veriora vald, Pahtpää küla, Lilleoru",27.378037899999995,58.0244419,
"Harju maakond, Viimsi vald, Rohuneeme küla, Rohuneeme tee 125",24.7993585,59.56053989999999,
"Pärnu maakond, Sindi linn, Tihase tn 15",24.6341867,58.38726450000001,
"Harju maakond, Tallinn, Nõmme linnaosa, Vesioina tn 8",24.6423443,59.3889629,
"Tartu maakond, Tartu vald, Vahi alevik, Mõisa pst 2",26.727656300000003,58.4060265,
"Harju maakond, Tallinn, Pirita linnaosa, Mähe tee 19a",24.851549,59.4811449,
"Ida-Viru maakond, Toila vald, Toila alevik, Nõlva tn 19",27.5149118,59.4221562,
"Saare maakond, Kuressaare linn, Karja tn 13",22.4974569,58.2525802,
"Järva maakond, Paide linn, Raja tn 12",25.5379472,58.8796311,
"Ida-Viru maakond, Iisaku vald, Kuru küla, Rannametsa tee 3",27.2723329,58.99668490000001,
"Põlva maakond, Räpina vald, Räpina linn, Meeksi mnt 24",27.4608146,58.10573760000001,
"Harju maakond, Tallinn, Kesklinna linnaosa, Ravi tn 6",24.7512935,59.426769500000006,
"Saare maakond, Kuressaare linn, Kohtu tn 42",22.4843637,58.2605835,
"Tartu maakond, Tartu vald, Pupastvere küla, Kadaka",26.650427,58.4878649,
"Ida-Viru maakond, Kohtla-Nõmme vald, Kohtla-Nõmme alev, Kase tn 34",27.2087559,59.360476,
"Pärnu maakond, Sauga vald, Nurme küla, Mõisa tn 8",24.445494,58.43232820000001,
"Saare maakond, Lääne-Saare vald, Praakli küla, Nigula põik 2",,,True
"Saare maakond, Kuressaare linn, Aia tn 20a",22.4725843,58.2499995,
"Saare maakond, Kuressaare linn, Hariduse tn 29",22.4953643,58.2581545,
"Harju maakond, Jõelähtme vald, Kallavere küla, Vanapere tee 4",25.0316902,59.48688600000001,
"Harju maakond, Viimsi vald, Pringi küla, Kimsi tee 27",24.800300600000003,59.52087410000001,
"Pärnu maakond, Pärnu linn, Suur-Posti tn 2b",24.5151639,58.38346969999999,
"Harju maakond, Saue vald, Vatsla küla, Vatslaoru AÜ 33",24.53406780000001,59.39639529999999,
"Harju maakond, Keila linn, Pargi tn 2d",24.4102172,59.3106829,
"Lääne maakond, Noarootsi vald, Rooslepa küla / Roslep, Mülbaki tee 9",23.503428,59.185046,
"Harju maakond, Saue vald, Alliku küla, Tootsi tee 17",24.5876979,59.360569100000006,
"Harju maakond, Harku vald, Sõrve küla, Loopealse põik 5",24.4421455,59.43093659999999,
"Harju maakond, Maardu linn, Viljapuu pst 30",24.9380137,59.47831919999999,
"Rapla maakond, Kehtna vald, Kaerepere küla, Sireli",24.8348,58.965,
"Harju maakond, Saku vald, Üksnurme küla, Lume tee 3",24.654662100000003,59.2816666,
"Harju maakond, Tallinn, Haabersti linnaosa, Reha tn 34",24.6170192,59.42512979999999,
"Harju maakond, Tallinn, Nõmme linnaosa, Särje tn 24",24.6438178,59.3822954,
"Pärnu maakond, Häädemeeste vald, Kabli küla, Juksi",24.435933,57.99988090000001,
"Tartu maakond, Tartu linn, Lootsi tn 15",26.6990376,58.40711169999999,
"Pärnu maakond, Paikuse vald, Silla küla, Jõesaare",24.6208741,58.3446904,
"Ida-Viru maakond, Toila vald, Toila alevik, Nõlva tn 21",27.5148623,59.42166890000001,
"Harju maakond, Tallinn, Pirita linnaosa, Liilia tee 41",24.8842268,59.49094050000001,
"Pärnu maakond, Tahkuranna vald, Tahkuranna küla, Sonni tee 3",24.4910533,58.23418510000001,
"Harju maakond, Harku vald, Liikva küla, Otsa tn 10",24.4247481,59.4210831,
"Harju maakond, Kiili vald, Kangru alevik, Kivila tn 10",24.7814969,59.34278140000001,
"Pärnu maakond, Tori vald, Kõrsa küla, Toomepuu",24.6986679,58.413035,
"Harju maakond, Rae vald, Lagedi alevik, Põllu põik 4",24.9421593,59.3936494,
"Saare maakond, Kuressaare linn, Põhja tn 1a",22.4935081,58.25631780000001,
"Saare maakond, Kuressaare linn, Karikakra põik 3a",22.5105388,58.25065470000001,
"Harju maakond, Keila vald, Kloogaranna küla, Karu tee 4",24.25028510000001,59.3559796,
"Harju maakond, Maardu linn, Väriheina tee 4",24.9205702,59.4734338,
"Pärnu maakond, Sindi linn, Lõokese tn 7",24.6354505,58.38563689999999,
"Võru maakond, Võru vald, Meegomäe küla, Vana-Mäe",27.019093,57.8078189,
"Viljandi maakond, Viljandi vald, Sinialliku küla, Vahe tee 1",25.5726665,58.3074154,
"Harju maakond, Rae vald, Uuesalu küla, Kopra tee 12",24.807487100000003,59.3591042,
